iter	RMSE
181	0.5119700093
182	0.5115189363
183	0.510970148
184	0.5105062573
185	0.5099547995
186	0.5096027242
187	0.5089516817
188	0.5085542735
189	0.5079836532
190	0.5074590214
191	0.5067463094
192	0.5062476018
193	0.5058583199
194	0.5054151889
195	0.5049517159
196	0.5045535574
197	0.5040941118
198	0.5034875983
199	0.5029662603
200	0.5025670232
201	0.501883345
202	0.5012693653
203	0.5007683301
204	0.5003001931
205	0.4997114607
206	0.4992728487
207	0.4988097179
208	0.4983654183
209	0.4974922842
210	0.4971183247
211	0.4964555473
212	0.4961366189
213	0.4957268165
214	0.4951378944
215	0.4945197651
216	0.4939367918
217	0.4934490991
218	0.4928811073
219	0.4923587094
220	0.4916712817
221	0.4912728964
222	0.4907357439
223	0.4902149807
224	0.4899124733
225	0.4894664647
226	0.4891621504
227	0.4885714293
228	0.4881473012
229	0.4877202348
230	0.4876336344
231	0.4871733846
232	0.4866853764
233	0.4862576344
234	0.4856497607
235	0.4849923379
236	0.484596912
237	0.4840210874
238	0.483217288
239	0.4828951585
240	0.482545732
241	0.4821393311
242	0.4816763542
243	0.4811543673
244	0.4806854854
245	0.4802315844
246	0.47972953
247	0.4791641409
248	0.4787643364
249	0.4784113063
250	0.4779719306
251	0.4775118402
252	0.4771196327
253	0.4766898778
254	0.4764134651
255	0.4757444383
256	0.4753672524
257	0.4748654575
258	0.4741291556
259	0.4736476835
260	0.4731287711
261	0.472766058
262	0.4724432024
263	0.4720412549
264	0.4717303796
265	0.4712552261
266	0.4705769116
267	0.4701129673
268	0.4696208874
269	0.4692297637
270	0.4688090418
271	0.4683027126
272	0.4676928247
273	0.4671520246
274	0.4668893246
275	0.4664827628
276	0.466135152
277	0.4656396362
278	0.4650993727
279	0.4646484984
280	0.4640719998
281	0.4637091203
282	0.4632686072
283	0.4630193426
284	0.4626412967
285	0.4622615152
286	0.4617696489
287	0.4613824185
288	0.46120136
289	0.4608986663
290	0.4603374471
291	0.459952678
292	0.4596324697
293	0.4590627295
294	0.4587036481
295	0.4584049437
296	0.4579260992
297	0.4576623969
298	0.4574802192
299	0.4569360166
300	0.456356258
301	0.455890257
302	0.455210454
303	0.4545577399
304	0.4544198767
305	0.4540639814
306	0.4534237902
307	0.4528918041
308	0.452608193
309	0.4520013558
310	0.4514266763
311	0.451100035
312	0.4505344498
313	0.4502098302
314	0.449928103
315	0.4495659583
316	0.4491711555
317	0.4486586445
318	0.4482187785
319	0.4478489714
320	0.4476488091
321	0.4472895859
322	0.4470827522
323	0.446584972
324	0.446120311
325	0.4457099708
326	0.4453041032
327	0.4449396551
328	0.444336646
329	0.4436982673
330	0.4432778426
331	0.4431327651
332	0.4427277483
333	0.4425673269
334	0.4421530556
335	0.4417358668
336	0.4414200021
337	0.4409682215
338	0.4405494546
339	0.4402098602
340	0.4397397624
341	0.439348588
342	0.4389139192
343	0.4385860633
344	0.4382430719
345	0.4378744188
346	0.4375310596
347	0.4368624535
348	0.4364702247
349	0.4361297047
350	0.4355564332
351	0.4352390027
352	0.4348912624
353	0.4346438403
354	0.4340726285
355	0.4337658092
356	0.4332875572
357	0.4329030848
358	0.4324970811
359	0.4324192832
360	0.4319549004
361	0.4315639314
362	0.4310700147
363	0.4305813342
364	0.4303417037
365	0.4300030152
366	0.4299190553
367	0.4295443331
368	0.4291963435
369	0.4287607214
370	0.4284542826
371	0.4280727383
372	0.4275804862
373	0.4272152122
374	0.4266654846
375	0.4261563226
376	0.4257984345
377	0.4254503739
378	0.4251522942
379	0.4248571044
380	0.4243567814
381	0.4239441322
382	0.4236479817
383	0.4233278989
384	0.4227951348
385	0.42252651
386	0.4222057402
387	0.4219397508
388	0.42158031
389	0.4212891172
390	0.4210928399
391	0.4207425733
392	0.4204650644
393	0.420176064
394	0.4197990202
395	0.4196048448
396	0.4192384136
397	0.4189149651
398	0.4185757686
399	0.4182226312
400	0.4177291492
401	0.4174711586
402	0.4172181466
403	0.4169347628
404	0.4165904786
405	0.4163845463
406	0.4160251243
407	0.4156745237
408	0.4153691066
409	0.4150390744
410	0.4147149627
411	0.4142553515
412	0.4141360427
413	0.4138186076
414	0.413525942
415	0.4131825987
416	0.4130207934
417	0.4128008496
418	0.4124735827
419	0.4121693614
420	0.4116905833
421	0.4114932008
422	0.411127117
423	0.4108291377
424	0.4104889145
425	0.4101070985
426	0.4098842196
427	0.4096167187
428	0.4090274482
429	0.4085584651
430	0.4081094954
431	0.4078813931
432	0.4075530454
433	0.4072794361
434	0.4070285227
435	0.4067618241
436	0.4065384113
437	0.4060777039
438	0.4056747015
439	0.4054281998
440	0.4050903089
441	0.4048577141
442	0.4045274895
443	0.4043061818
444	0.4040794813
445	0.4037393006
446	0.4035094626
447	0.403228477
448	0.40291552
449	0.4026003098
450	0.4023782415
451	0.4020689994
452	0.4017159061
453	0.4015326471
454	0.4012537566
455	0.4009098976
456	0.4008312469
457	0.4005774967
458	0.4003219929
459	0.4001047892
460	0.3997846511
461	0.3996211568
462	0.3993986497
463	0.3991931269
464	0.3987322208
465	0.3984377625
466	0.3979608553
467	0.3976856691
468	0.3976013047
469	0.3974425528
470	0.3970003303
471	0.3966855585
472	0.3964151872
473	0.3961453008
474	0.3959429696
475	0.3957436993
476	0.3955031319
477	0.3954100751
478	0.3951113371
479	0.3948272101
480	0.3943990924
481	0.3941128076
482	0.3939085626
483	0.3936371676
484	0.3933828095
485	0.3930926357
486	0.3926905788
487	0.3923390599
488	0.3921760484
489	0.392108132
490	0.3918320105
491	0.3914972742
492	0.3912237321
493	0.3907670524
494	0.3905003272
495	0.3900950901
496	0.3898928133
497	0.3896787274
498	0.3894788517
499	0.3891610108
500	0.3888970535
501	0.3886803645
502	0.3883452613
503	0.3881093111
504	0.387717509
505	0.3874454152
506	0.3869935375
507	0.3867641528
508	0.3865834164
509	0.3862163203
510	0.3859547807
511	0.3854514483
512	0.3849878844
513	0.3847783213
514	0.3843995773
515	0.3841682917
516	0.384069095
517	0.3837660989
518	0.3833818664
519	0.3828914938
520	0.3824827999
521	0.3822859909
522	0.3820235173
523	0.3817186956
524	0.3815018493
525	0.3813337549
526	0.3809334079
527	0.3805284414
528	0.3803106605
529	0.3802797769
530	0.38001159
531	0.3798470445
532	0.3795353304
533	0.3793710854
534	0.3790124922
535	0.3786140083
536	0.378590174
537	0.3784237974
538	0.378164916
539	0.3778991677
540	0.3778735892
541	0.3775196929
542	0.3772770062
543	0.3770488091
544	0.3768079938
545	0.3766295241
546	0.3763181231
547	0.3760340118
548	0.3757365935
549	0.3755455316
550	0.375352241
551	0.3751179101
552	0.3748612396
553	0.3746550649
554	0.37435138
555	0.3739208774
556	0.3734659565
557	0.37298519
558	0.3728633016
559	0.3725092364
560	0.3721020716
561	0.3719350364
562	0.3716777653
563	0.3713681079
564	0.3712335255
565	0.3709939365
566	0.3705681638
567	0.3703182734
568	0.3699178686
569	0.3696124614
570	0.3694429831
571	0.3691425008
572	0.3688293883
573	0.3686278345
574	0.3684037065
575	0.3683129183
576	0.3681247849
577	0.3678454709
578	0.3674019522
579	0.3671720986
580	0.366942663
581	0.3668752545
582	0.366561767
583	0.3662090587
584	0.3658846796
585	0.3655668751
586	0.3651977504
587	0.3650300791
588	0.3648528309
589	0.3647929463
590	0.3645512606
591	0.364270232
592	0.3639372717
593	0.3637760085
594	0.3634436064
595	0.3632786431
596	0.3629341267
597	0.3626628337
598	0.3624914496
599	0.3622998749
600	0.362283572
601	0.3619093221
602	0.3616680948
603	0.3613572683
604	0.3611584162
605	0.3609899854
606	0.3606718799
607	0.360241342
608	0.3599542418
609	0.3597489981
610	0.3596188773
611	0.3593764582
612	0.359178697
613	0.3588010766
614	0.3586690392
615	0.3584847465
616	0.3583576358
617	0.3582274865
618	0.3580022533
619	0.3577711878
620	0.3575086013
621	0.357237224
622	0.3570057927
623	0.35679827
624	0.3565280769
625	0.356237233
626	0.3559773155
627	0.3557468084
628	0.3554162781
629	0.3553072937
630	0.3550370485
631	0.3548254244
632	0.3545771866
633	0.3544017725
634	0.3540398559
635	0.3536607597
636	0.3534160061
637	0.3531761117
638	0.3529216334
639	0.3525911942
640	0.3523110058
641	0.3520186573
642	0.3518355735
643	0.3514442562
644	0.3512162678
645	0.3509168716
646	0.3507256387
647	0.3503838231
648	0.3502146811
649	0.350101687
650	0.3497205337
651	0.3496220983
652	0.3492791374
653	0.3489773974
654	0.3487144056
655	0.3484525778
656	0.3481394187
657	0.3479669512
658	0.3476536476
659	0.3473518696
660	0.3469315255
661	0.3465646468
662	0.3462159972
663	0.3460200317
664	0.3456664697
665	0.3453080046
666	0.3450344247
667	0.3447218495
668	0.3445607178
669	0.3443364912
670	0.3441976614
671	0.3440493747
672	0.3438863306
673	0.3436214675
674	0.3434468101
675	0.3432788765
676	0.343126369
677	0.3428096002
678	0.3425033532
679	0.3422318776
680	0.3419325249
681	0.3414741137
682	0.3412643605
683	0.3411305934
684	0.3410728516
685	0.3409105612
686	0.3406822218
687	0.3404816527
688	0.3401831812
689	0.3400503435
690	0.3399268382
691	0.3396324046
692	0.3393143296
693	0.3390934787
694	0.3389113775
695	0.3388337576
696	0.3386096053
697	0.3383972195
698	0.3382632499
699	0.3380601004
700	0.3378088234
701	0.337677642
702	0.3374665715
703	0.3371332811
704	0.3369389328
705	0.3366919618
706	0.3364610286
707	0.3362428291
708	0.3360655269
709	0.3359004979
710	0.335764727
711	0.3356313661
712	0.3352843862
713	0.3351034465
714	0.3349919718
715	0.3349029395
716	0.3346287551
717	0.3344512017
718	0.3341188711
719	0.3338396747
720	0.3336502242
721	0.3333923921
722	0.33324818
723	0.3329906912
724	0.3328392279
725	0.3326067022
726	0.3324917226
727	0.3323693038
728	0.3321984174
729	0.3320598276
730	0.3318374646
731	0.3315813522
732	0.3313751238
733	0.3311719574
734	0.3309994703
735	0.330932683
736	0.3307519936
737	0.330705919
738	0.3306718145
739	0.3304951231
740	0.3303715261
741	0.3302621099
742	0.3299621709
743	0.3297437539
744	0.3295631278
745	0.3293679544
746	0.3291051938
747	0.3289236186
748	0.3287092193
749	0.3284691639
750	0.3282877767
751	0.3280797105
752	0.3279211588
753	0.3277183242
754	0.3276448474
755	0.3273333175
756	0.3271736643
757	0.3269754227
758	0.3268686935
759	0.3266409971
760	0.3263591212
761	0.3261311129
762	0.3258061778
763	0.3254488436
764	0.3252184296
765	0.3249909569
766	0.3248260454
767	0.3244135019
768	0.3242353465
769	0.3241091364
770	0.3239936252
771	0.3238443551
772	0.3236698236
773	0.3235299626
774	0.3233008154
775	0.3231197657
776	0.3227072977
777	0.3224711428
778	0.3223476366
779	0.3220447645
780	0.3219152355
781	0.3218203867
782	0.3217806165
783	0.3214257465
784	0.3211760664
785	0.3208604155
786	0.3206723461
787	0.3206345009
788	0.3204967126
789	0.3204176064
790	0.3201743359
791	0.3199758801
792	0.3198189588
793	0.3193813244
794	0.3192070916
795	0.3190536118
796	0.3187025856
797	0.3186066984
798	0.3184647986
799	0.3181889297
800	0.3179385827
801	0.3179293918
802	0.3176645426
803	0.3173463886
804	0.3171318683
805	0.3170233282
806	0.3167793496
807	0.3166242085
808	0.3163082752
809	0.3160950082
810	0.3159243684
811	0.3157082102
812	0.3156849001
813	0.3152932292
814	0.3150522642
815	0.3148443099
816	0.3146960377
817	0.3144533843
818	0.3142082433
819	0.3139415126
820	0.3139272196
821	0.3137685917
822	0.3136006755
823	0.3133785491
824	0.3132511584
825	0.3129674736
826	0.3127724752
827	0.3124981355
828	0.3123583025
829	0.3120877693
830	0.3118372959
831	0.3116493795
832	0.3113763588
833	0.3112014169
834	0.3109886935
835	0.3108993248
836	0.3106801506
837	0.3104010436
838	0.3102970642
839	0.3101401062
840	0.3099023613
841	0.3096961989
842	0.3094948284
843	0.3092083252
844	0.3090448688
845	0.3089118762
846	0.3088106061
847	0.308615177
848	0.3084403912
849	0.3081352519
850	0.3079023903
851	0.307784969
852	0.3076609288
853	0.3075119188
854	0.3074757368
855	0.3072039229
856	0.3069411073
857	0.3067595375
858	0.3065662259
859	0.3064188768
860	0.3063205689
861	0.306126782
862	0.3058720049
863	0.3057609564
864	0.3055315797
865	0.3053583998
866	0.3051201839
867	0.3049546403
868	0.3046708285
869	0.3045304101
870	0.3043747879
871	0.3042311455
872	0.3039882545
873	0.3038539787
874	0.3037661188
875	0.3035944684
876	0.3033646206
877	0.303176667
878	0.3030183198
879	0.3027990166
880	0.30260245
881	0.3023102859
882	0.3021255357
883	0.3020179187
884	0.301922559
885	0.3016296528
886	0.3015324197
887	0.3013943591
888	0.3012905589
889	0.3011564175
890	0.3009316072
891	0.3007834474
892	0.3007026001
893	0.3005102825
894	0.3002099832
895	0.3000267252
896	0.2998862146
897	0.2997263459
898	0.2995137744
899	0.299343489
900	0.2991078052
901	0.2989846327
902	0.2987021413
903	0.2985254061
904	0.2984018774
905	0.2982325902
906	0.2979469792
907	0.2977185602
908	0.2975838374
909	0.2972806315
910	0.2970647676
911	0.2967420335
912	0.2965991274
913	0.2964280867
914	0.2962305083
915	0.2959562192
916	0.295828102
917	0.2955703734
918	0.2953947797
919	0.2952618012
920	0.2950285569
921	0.2948625113
922	0.2946997702
923	0.2944738068
924	0.2944447447
925	0.2942792238
926	0.2940286544
927	0.2938686114
928	0.2937873554
929	0.2934207482
930	0.2932913465
931	0.2931667931
932	0.2930414591
933	0.2927277342
934	0.2926215541
935	0.2925305329
936	0.2924303164
937	0.2921884199
938	0.2920112591
939	0.29193142
940	0.2917670221
941	0.2915823453
942	0.2914216564
943	0.2911364306
944	0.2910333466
945	0.2907421971
946	0.290572608
947	0.2903778434
948	0.290210476
949	0.2900542425
950	0.2897955416
951	0.2896558979
952	0.2895042096
953	0.2893428453
954	0.2892953333
955	0.2890016926
956	0.2888211555
957	0.2887167134
958	0.2884859115
959	0.2881380979
960	0.2880484001
961	0.2879555915
962	0.2877802123
963	0.287583139
964	0.2874867084
965	0.2874596808
966	0.2872315808
967	0.2871085467
968	0.2869541782
969	0.286775695
970	0.2866226852
971	0.2865197543
972	0.2863743056
973	0.2861831914
974	0.2860377632
975	0.2858092209
976	0.2857899267
977	0.2856590825
978	0.285539828
979	0.2854303266
980	0.285287441
981	0.2851187411
982	0.2849189759
983	0.2847341569
984	0.2844901526
985	0.2843081099
986	0.2841489122
987	0.2839405056
988	0.2836543904
989	0.2834201728
990	0.2832732711
991	0.2829952549
992	0.2827393026
993	0.2826885682
994	0.2825702635
995	0.2824115943
996	0.2822514871
997	0.2822071746
998	0.2820568548
999	0.2818196704
